TS,SKT,CPU,PID,CMD,CID,CPU operating frequency (in GHz),CPU utilization %,CPU utilization% in kernel mode,CPI,kernel_CPI,IPC,giga_instructions_per_sec,locks retired per instr,L1D MPI (includes data+rfo w/ prefetches),L1D demand data read hits per instr,L1-I code read misses (w/ prefetches) per instr,L2 demand data read hits per instr,L2 MPI (includes code+data+rfo w/ prefetches),L2 demand data read MPI,L2 demand code MPI,LLC code read MPI (demand+prefetch),LLC data read MPI (demand+prefetch),LLC total HITM (per instr) (excludes LLC prefetches),LLC total HIT clean line forwards (per instr) (excludes LLC prefetches),Average LLC demand data read miss latency (in ns),Average LLC demand data read miss latency for LOCAL requests (in ns),Average LLC demand data read miss latency for REMOTE requests (in ns),UPI Data transmit BW (MB/sec) (only data),package power (watts),DRAM power (watts),core c6 residency %,package c6 residency %,% Uops delivered from decoded Icache (DSB),% Uops delivered from legacy decode pipeline (MITE),core initiated local dram read bandwidth (MB/sec),core initiated remote dram read bandwidth (MB/sec),memory bandwidth read (MB/sec),memory bandwidth write (MB/sec),memory bandwidth total (MB/sec),ITLB (2nd level) MPI,DTLB (2nd level) load MPI,DTLB (2nd level) 2MB large page load MPI,DTLB (2nd level) store MPI,NUMA %_Reads addressed to local DRAM,NUMA %_Reads addressed to remote DRAM,uncore frequency GHz,IO_bandwidth_disk_or_network_writes (MB/sec),IO_bandwidth_disk_or_network_reads (MB/sec),TMA_Frontend_Bound(%),TMA_..Fetch_Latency(%),TMA_....ICache_Misses(%),TMA_....ITLB_Misses(%),TMA_....Branch_Resteers(%),TMA_......Mispredicts_Resteers(%),TMA_......Clears_Resteers(%),TMA_......Unknown_Branches(%),TMA_..Fetch_Bandwidth(%),TMA_....MITE(%),TMA_....DSB(%),TMA_Bad_Speculation(%),TMA_..Branch_Mispredicts(%),TMA_..Machine_Clears(%),TMA_Backend_Bound(%),TMA_..Memory_Bound(%),TMA_....L1_Bound(%),TMA_......DTLB_Load(%),TMA_......Lock_Latency(%),TMA_....L2_Bound(%),TMA_....L3_Bound(%),TMA_......Data_Sharing(%),TMA_....DRAM_Bound(%),TMA_......MEM_Bandwidth(%),TMA_......MEM_Latency(%),TMA_....Store_Bound(%),TMA_......False_Sharing(%),TMA_..Core_Bound(%),TMA_....Ports_Utilization(%),TMA_......Ports_Utilized_0(%),TMA_........AMX_Busy(%),TMA_......Ports_Utilized_1(%),TMA_......Ports_Utilized_2(%),TMA_......Ports_Utilized_3m(%),TMA_Retiring(%),TMA_..Light_Operations(%),TMA_........FP_Vector_256b(%),TMA_........FP_Vector_512b(%),TMA_......Int_Vector_256b(%),TMA_..Heavy_Operations(%),TMA_....Microcode_Sequencer(%),TMA_Info_Thread_IPC,TMA_Info_System_SMT_2T_Utilization
1705366251,,,230190,stress-ng-cpu [run],,3.9024437,0.35143528,0.00040642356,0.45498631,1.9747332,2.1978683,7.7165583,2.4604534e-07,0.011436361,0.11384133,0.0012461743,0.01094951,0.00015902056,8.3927291e-06,3.514172e-05,,,,,,,,,,,,,85.776065,13.204825,,,,,,2.2668435e-06,7.2059934e-07,2.8195455e-08,1.5585031e-06,,,,,,13.669896,6.189581,0.34173638,0.030807449,1.5550455,1.5347315,0.020350847,0,7.4803149,3.5104938,6.9603537,8.3773481,8.2677165,0.10963158,38.582677,4.7244095,6.7629335,4.5765918,5.5707745e-06,0.16095853,0.09110038,,0.015604074,0.064186807,0.22418276,0.97027161,,33.858268,39.703242,3.3178213,0,26.514024,20.238523,38.467259,39.370079,33.858268,0,0,0.013174524,5.511811,0,2.1978683,0
1705366251,,,230193,stress-ng-cpu [run],,3.9025674,0.35142192,0.00046292008,0.45429863,2.0366354,2.2011953,7.7281903,2.5285489e-07,0.01169426,0.11399247,0.0012877603,0.010986825,0.00016996609,9.4749835e-06,3.4618582e-05,,,,,,,,,,,,,85.08875,13.938208,,,,,,1.9829557e-06,8.9997704e-07,3.7089651e-08,1.5564278e-06,,,,,,13.615011,5.3797167,0.34255139,0.033431545,1.5814404,1.5615158,0.019996099,0,8.2352941,3.3711808,7.122322,8.7379304,8.627451,0.11047943,38.039216,4.7058824,6.5520221,4.6400451,6.1919461e-06,0.15836161,0.095779563,,0.015037281,0.057829266,0.22747638,0.99406794,,33.333333,40.023448,3.1805243,0,26.718125,20.318693,39.50477,39.607843,34.901961,0,0,0.012570199,4.7058824,0,2.2011953,0
1705366251,,,230189,stress-ng-cpu [run],,3.9025261,0.35142011,0.00041807199,0.4506572,1.9359915,2.2189815,7.7905134,2.6974607e-07,0.011575534,0.11395577,0.0012271773,0.010866927,0.00016215424,8.5496376e-06,3.5442105e-05,,,,,,,,,,,,,85.04101,13.990896,,,,,,2.2232263e-06,7.3273944e-07,2.7424347e-08,1.5251384e-06,,,,,,13.669519,5.7955036,0.3349887,0.028161529,1.5660717,1.4719167,0.094160047,0,7.8740158,3.4304018,7.2069563,8.3777247,7.8740158,0.503709,38.188976,5.1181102,6.6734007,4.618697,6.2670126e-06,0.16218076,0.1103266,,0.015658153,0.067316831,0.2342213,1.0240752,,33.070866,39.620737,3.2843084,0,26.349709,20.110301,39.345699,39.76378,34.251968,0,0,0.01251565,5.511811,0,2.2189815,0
1705366251,,,230191,stress-ng-cpu [run],,3.9024767,0.35142147,0.00041050996,0.45416821,2.0188764,2.2018274,7.7302199,2.0536686e-07,0.01140503,0.11378798,0.001323339,0.011032568,0.00015868396,7.9593747e-06,3.441129e-05,,,,,,,,,,,,,85.057878,13.948042,,,,,,1.9218923e-06,8.5962901e-07,4.107889e-08,1.5497852e-06,,,,,,13.723151,5.4227559,0.33796211,0.032637579,1.599898,1.5789498,0.021084814,0,8.3003953,3.3723609,7.0793616,8.4112362,8.3003953,0.11084094,38.339921,4.3478261,6.6101781,4.60844,5.0711601e-06,0.15612854,0.088329666,,0.026532216,0.06109156,0.21531241,1.1251415,,33.992095,39.958916,3.253673,0,26.659731,20.357369,39.207875,39.525692,34.387352,0,0,0.011564543,5.1383399,0,2.2018274,0
1705366251,,,230192,stress-ng-cpu [run],,3.9026034,0.35155525,0.0003955135,0.4532819,1.8697455,2.2061327,7.7485349,2.0617476e-07,0.012102603,0.11429284,0.0012565018,0.010739077,0.00017053418,1.3967194e-05,3.4290013e-05,,,,,,,,,,,,,85.658924,13.346402,,,,,,1.6717473e-06,7.2641478e-07,2.3737196e-08,1.4986323e-06,,,,,,13.221178,5.3780407,0.32297728,0.028939565,1.5922501,1.5708713,0.021393493,0,7.8431372,3.2970805,6.7412774,8.3474495,8.2352941,0.1121554,38.823529,5.0980392,6.511523,4.5822006,5.2167515e-06,0.15456213,0.094654578,,0.015424613,0.066581353,0.24983014,0.96972728,,33.72549,39.731053,3.2685973,0,26.437459,20.171297,39.221371,39.607843,34.117647,0,0,0.013226029,5.4901961,0,2.2061327,5.4401316e-05
1705366256,,,230190,stress-ng-cpu [run],,3.902441,0.35131427,0.00036940217,0.45411062,1.7575714,2.2021066,7.728771,2.3907318e-07,0.011319661,0.11466916,0.0013312173,0.011172297,0.00016149229,7.1610516e-06,3.397133e-05,,,,,,,,,,,,,85.375787,13.637264,,,,,,1.7794664e-06,1.056137e-06,4.3972375e-08,1.5068538e-06,,,,,,13.669787,6.1894724,0.32619111,0.026288106,1.5747993,1.5541955,0.020629353,0,7.480315,3.4571187,6.9111969,8.3774567,8.2677165,0.10974014,38.582677,4.7244094,6.7860836,4.6204388,5.5604805e-06,0.15888899,0.087533353,,0.015821886,0.053148005,0.21398279,1.0192013,,33.858268,39.630271,3.2332915,0,26.432521,20.223214,38.768953,39.370079,33.858268,0,0,0.01276561,5.511811,0,2.2021066,0
1705366256,,,230193,stress-ng-cpu [run],,3.9025728,0.35159113,0.0004399797,0.45513197,1.9424688,2.1971649,7.7177651,2.810198e-07,0.011431105,0.11335358,0.0012572538,0.010922396,0.0001655692,7.8482025e-06,3.4518329e-05,,,,,,,,,,,,,85.007556,13.978115,,,,,,1.5497898e-06,8.3426959e-07,2.9964948e-08,1.5062226e-06,,,,,,13.617062,5.3817675,0.33646046,0.029975676,1.5818189,1.562147,0.01963284,0,8.2352941,3.393315,6.7977803,8.7358795,8.627451,0.10842857,38.039216,4.7058824,6.5051979,5.0540418,7.079477e-06,0.15398467,0.098672319,,0.0090497919,0.063973212,0.22705485,0.98413506,,33.333333,40.050668,3.3077005,0,26.83318,20.264041,38.762534,39.607843,34.901961,0,0,0.012615398,4.7058824,0,2.1971649,0
1705366256,,,230189,stress-ng-cpu [run],,3.9025009,0.3515798,0.00039963274,0.45436468,1.895292,2.2008753,7.7304065,2.5460335e-07,0.011459378,0.11342313,0.0012327423,0.010835018,0.00016033954,1.0039681e-05,3.4760407e-05,,,,,,,,,,,,,85.775038,13.238275,,,,,,2.6633697e-06,7.8495063e-07,5.3722073e-08,1.4954792e-06,,,,,,13.671483,5.7974674,0.33375989,0.024267267,1.6076381,1.5112941,0.096302147,0,7.8740157,3.3825998,6.8492306,8.375761,7.8740157,0.50174523,38.188976,5.1181103,6.5015532,5.3372194,6.5125424e-06,0.15827904,0.1071492,,0.013475803,0.06814393,0.2354788,1.0604302,,33.070866,40.211857,3.2390699,0,26.798402,20.408382,38.663606,39.76378,34.251968,0,0,0.012643408,5.511811,0,2.2008753,0.0002926787
1705366256,,,230191,stress-ng-cpu [run],,3.9025093,0.35160504,0.00040883762,0.45510387,1.8027917,2.1973006,7.7184213,2.5961501e-07,0.011426235,0.11337055,0.001262639,0.010925965,0.00015896009,6.9973077e-06,3.3637055e-05,,,,,,,,,,,,,85.037543,13.948239,,,,,,1.3965631e-06,7.939165e-07,2.745034e-08,1.5194267e-06,,,,,,13.725419,5.4250238,0.3427056,0.026280688,1.5858658,1.5653405,0.020475391,0,8.3003953,3.394355,6.9079365,8.4089683,8.3003953,0.10857308,38.339921,4.3478261,6.4904078,5.0598184,6.5078929e-06,0.15447633,0.09433113,,0.013105357,0.062337494,0.22082884,0.99083486,,33.992095,39.990583,3.3382818,0,26.776737,20.279426,38.83387,39.525692,34.387352,0,0,0.012640265,5.1383399,0,2.1973006,0.00028957104
1705366256,,,230192,stress-ng-cpu [run],,3.9026098,0.35138935,0.00034432556,0.45042714,1.817917,2.2201149,7.7939773,2.3391077e-07,0.011338364,0.11387244,0.0013361641,0.011575758,0.00016083639,1.3979468e-05,3.3195446e-05,,,,,,,,,,,,,85.183565,13.793889,,,,,,1.3659124e-06,7.6035201e-07,1.9576678e-08,1.5965154e-06,,,,,,13.504014,5.7235773,0.32299622,0.026199059,1.5793226,1.5591599,0.020307507,0,7.7804362,3.5272952,6.8146433,8.6916243,8.5798744,0.11174984,38.513159,4.7094366,6.5583287,4.5741249,5.4569081e-06,0.15280233,0.094447495,,0.021440935,0.062405113,0.23997587,0.96084054,,33.803723,39.468045,3.258794,0,26.323839,20.136652,38.494209,39.291203,33.844898,0,0,0.014781634,5.4463054,0,2.2201149,0
